정기사망	1									202505	1	1	0.001753	0.000261	0.000205	0.000139	0.000098	0.000065	0.000064	0.000055	0.000053	0.000052	0.000052	0.000064	0.000091	0.000124	0.000165	0.000224	0.000244	0.000264	0.000281	0.000297	0.000309	0.000319	0.000326	0.000329	0.000329	0.000325	0.000317	0.000314	0.000318	0.00033	0.000351	0.000376	0.000404	0.000434	0.00047	0.000509	0.000556	0.000607	0.000657	0.000705	0.000759	0.000826	0.000915	0.001031	0.001169	0.001314	0.001457	0.001592	0.00173	0.001878	0.002041	0.002215	0.00241	0.002636	0.002908	0.003225	0.003548	0.003874	0.004218	0.004596	0.005018	0.00549	0.00602	0.006619	0.007275	0.007974	0.008748	0.009694	0.010906	0.012408	0.014111	0.01585	0.017526	0.019134	0.020751	0.022495	0.024477	0.026743	0.029268	0.031982	0.034781	0.038517	0.042633	0.047175	0.052168	0.057646	0.063656	0.07026	0.077539	0.085562	0.094384	0.103419	0.112804	0.123001	0.13408	0.146085	0.159098	0.173193	0.188424	0.204891	0.222652	0.241755	0.262316	0.284375	0.307979	0.333232	0.360162	0.388822	0.419214	0.451349	1																				
정기사망	2									202505	1	1	0.001879	0.00036	0.000272	0.000169	0.0001	0.000082	0.000079	0.000066	0.000066	0.000054	0.000064	0.000061	0.000071	0.000094	0.000122	0.000152	0.000157	0.000161	0.000163	0.000165	0.000168	0.000169	0.000172	0.000175	0.000178	0.000181	0.000184	0.00019	0.000201	0.000215	0.000233	0.00025	0.000266	0.000281	0.000298	0.000318	0.00034	0.000363	0.000387	0.000412	0.000441	0.000475	0.000515	0.00056	0.000609	0.000661	0.000714	0.000761	0.000795	0.000818	0.000839	0.000868	0.000918	0.000991	0.001082	0.001185	0.001287	0.001379	0.00146	0.001535	0.001619	0.001731	0.001891	0.002097	0.002332	0.002583	0.0029	0.003317	0.00385	0.004499	0.005237	0.00603	0.006862	0.007741	0.008686	0.009728	0.010942	0.012352	0.01394	0.015658	0.017442	0.020142	0.023262	0.026845	0.030971	0.0357	0.041113	0.047331	0.054483	0.062701	0.072154	0.082989	0.095362	0.109471	0.125531	0.137814	0.150251	0.163741	0.178369	0.19419	0.211279	0.229719	0.249561	0.270875	0.293719	0.318199	0.344314	0.372145	0.401688	0.432941	0.465912																				
간병인사용 질병입원일당(요양병원)(1일이상 180일 한도)	1									202505	1	1	0.008253	0.006045	0.004062	0.002507	0.001497	0.000993	0.000825	0.0008	0.000781	0.000715	0.000623	0.00055	0.000527	0.000556	0.000616	0.000909	0.001514	0.002225	0.00299	0.003744	0.004454	0.005128	0.005762	0.006301	0.00666	0.00682	0.006902	0.007105	0.007615	0.008493	0.009662	0.010995	0.012439	0.014777	0.017484	0.020582	0.023925	0.027268	0.031483	0.035538	0.039558	0.043804	0.048607	0.055806	0.063969	0.072944	0.082286	0.09295	0.106768	0.124836	0.146385	0.169131	0.191097	0.207244	0.223527	0.241362	0.258174	0.277441	0.303455	0.339964	0.384025	0.429416	0.471421	0.526591	0.585807	0.653627	0.73279	0.816196	0.869217	0.907863	0.940832	0.983967	1.049211	1.191205	1.352201	1.523884	1.71462	1.927696	2.151451	2.391456	2.645235	2.918709	3.223179	3.567021	3.93956	4.336107	4.775664	5.3144	6.205618	7.16494	8.054526	8.28172	8.325465	8.292857	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.26661	8.266609	8.26661	8.26661	8.26661	8.26661																				
간병인사용 질병입원일당(요양병원)(1일이상 180일 한도)	2									202505	1	1	0.047256	0.033691	0.021584	0.01223	0.006348	0.003645	0.003054	0.003358	0.003648	0.003588	0.003284	0.003	0.002913	0.003029	0.003233	0.003415	0.003611	0.00379	0.003896	0.003904	0.00385	0.003805	0.00381	0.003863	0.003928	0.003974	0.003999	0.004024	0.004074	0.004154	0.004255	0.004364	0.00448	0.011086	0.018328	0.026292	0.035191	0.045493	0.04668	0.048337	0.050013	0.051154	0.051482	0.069658	0.089337	0.110502	0.132885	0.158767	0.172489	0.192104	0.214791	0.235717	0.251511	0.258729	0.263496	0.268254	0.271118	0.274936	0.309543	0.353903	0.406738	0.463349	0.519513	0.546008	0.574254	0.608615	0.654629	0.702658	0.824654	0.931826	1.031929	1.150391	1.313453	1.517579	1.753512	2.002265	2.275327	2.574731	2.931996	3.321305	3.740009	4.183536	4.647875	5.091512	5.555201	6.037955	6.527963	7.015899	7.508872	7.963429	8.36113	8.425902	8.440049	8.429504	8.421016	8.421016	8.421016	8.421016	8.421016	8.421015	8.421016	8.421016	8.421015	8.421016	8.421016	8.421016	8.421016	8.421016	8.421016	8.421016	8.421015																				
간병인사용 질병입원일당(1일이상180일한도, 요양병원제외, 7만원미만)	1									202505	1	1	0.304163	0.222796	0.14971	0.092392	0.055182	0.036609	0.030394	0.029509	0.028786	0.026346	0.02294	0.020261	0.01943	0.02047	0.022715	0.025518	0.028727	0.031851	0.034328	0.035856	0.036566	0.036813	0.03673	0.036096	0.034633	0.032455	0.030262	0.028874	0.028823	0.030073	0.032132	0.034462	0.036853	0.039407	0.042368	0.045666	0.048927	0.051681	0.053583	0.054823	0.055746	0.056762	0.058242	0.060123	0.062487	0.065061	0.067415	0.070305	0.074877	0.081491	0.089249	0.096603	0.102531	0.107779	0.112745	0.118145	0.12271	0.128113	0.13698	0.150061	0.165803	0.181399	0.194898	0.204575	0.214274	0.225502	0.238836	0.251677	0.263187	0.269964	0.274794	0.282322	0.295769	0.308046	0.321622	0.334116	0.34719	0.361055	0.37683	0.392014	0.406075	0.419806	0.434519	0.450966	0.467137	0.482219	0.49803	0.519549	0.515796	0.503671	0.475046	0.488445	0.491025	0.489102	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554	0.487554																				
간병인사용 질병입원일당(1일이상180일한도, 요양병원제외, 7만원미만)	2									202505	1	1	0.359242	0.256117	0.164081	0.092969	0.04826	0.027708	0.023216	0.02552	0.027734	0.027279	0.024967	0.022801	0.022149	0.02303	0.02458	0.026138	0.028009	0.02981	0.031069	0.031579	0.031599	0.031676	0.032196	0.033143	0.034224	0.035165	0.03595	0.036771	0.03784	0.039231	0.040874	0.042667	0.044577	0.04595	0.047419	0.049015	0.050913	0.05345	0.058242	0.064245	0.071057	0.077995	0.084616	0.088613	0.092026	0.095023	0.0975	0.10104	0.109813	0.122346	0.136844	0.150232	0.160357	0.167686	0.173633	0.179763	0.184798	0.190657	0.197372	0.208466	0.222242	0.235688	0.246783	0.25926	0.272557	0.288743	0.310442	0.333079	0.338921	0.335523	0.328246	0.325425	0.332211	0.348215	0.366082	0.38125	0.395905	0.410015	0.419737	0.427873	0.433769	0.436762	0.436466	0.437225	0.435629	0.4316	0.424383	0.413652	0.396407	0.37456	0.348234	0.350932	0.351521	0.351082	0.350728	0.350728	0.350728	0.350728	0.350728	0.350728	0.350728	0.350728	0.350728	0.350728	0.350729	0.350728	0.350728	0.350728	0.350729	0.350728	0.350728																				
간병인사용 질병입원일당(1일이상180일한도, 요양병원제외, 7만원이상)	1									202505	1	1	0.850206	0.622767	0.418475	0.258255	0.154246	0.102328	0.084959	0.082484	0.080465	0.073643	0.064123	0.056634	0.054312	0.057217	0.063494	0.071349	0.080367	0.08916	0.096148	0.100486	0.102536	0.10329	0.103117	0.101399	0.097347	0.091281	0.085163	0.081306	0.081212	0.084784	0.090646	0.097277	0.104093	0.11122	0.119481	0.128683	0.137759	0.145399	0.150513	0.153756	0.156099	0.158686	0.162559	0.1677	0.174181	0.181234	0.187661	0.195573	0.208142	0.226359	0.247725	0.26793	0.284148	0.298412	0.311868	0.326491	0.338777	0.353343	0.377575	0.413387	0.45648	0.499113	0.535926	0.562406	0.588928	0.619636	0.656106	0.6912	0.722622	0.741036	0.754095	0.774545	0.811218	0.844439	0.88116	0.914846	0.950046	0.987323	1.030186	1.071393	1.109491	1.146645	1.186434	1.230036	1.272707	1.312212	1.35349	1.410017	1.398956	1.365025	1.28622	1.322502	1.329487	1.32428	1.320088	1.320089	1.320088	1.320088	1.320088	1.320088	1.320088	1.320088	1.320088	1.320088	1.320089	1.320088	1.320088	1.320089	1.320088	1.320088	1.320089																				
간병인사용 질병입원일당(1일이상180일한도, 요양병원제외, 7만원이상)	2									202505	1	1	1.006104	0.717287	0.459528	0.260373	0.135158	0.0776	0.065018	0.071472	0.077672	0.076399	0.069923	0.063858	0.062029	0.064498	0.068839	0.073251	0.078598	0.083763	0.087415	0.088965	0.089138	0.089474	0.091061	0.093865	0.09705	0.099852	0.102215	0.104685	0.10787	0.111983	0.116828	0.12211	0.127745	0.131484	0.135484	0.139822	0.144999	0.151968	0.165492	0.182438	0.201661	0.221222	0.23986	0.250992	0.260445	0.268696	0.275456	0.28519	0.310044	0.345534	0.386599	0.424548	0.453297	0.474348	0.491517	0.509225	0.523855	0.540836	0.558945	0.589343	0.62718	0.663917	0.693875	0.728633	0.765664	0.810775	0.871321	0.93444	0.94999	0.939583	0.918282	0.909414	0.927313	0.970886	1.01947	1.060336	1.099567	1.137051	1.162287	1.18288	1.197009	1.202835	1.1993	1.200549	1.195242	1.183162	1.162241	1.131599	1.081689	1.01905	0.944093	0.951406	0.953004	0.951813	0.950855	0.950855	0.950854	0.950855	0.950854	0.950855	0.950855	0.950855	0.950855	0.950854	0.950855	0.950855	0.950855	0.950855	0.950854	0.950855	0.950854																				
간병인사용 상해입원율(1일이상180일한도,요양병원)	1	1								202505	1	1	0.001865	0.001868	0.001875	0.001885	0.001897	0.001912	0.00192	0.001933	0.001962	0.002009	0.002062	0.002105	0.002131	0.00215	0.002186	0.002352	0.002656	0.003002	0.003379	0.003778	0.0042	0.004645	0.005111	0.005578	0.006015	0.00639	0.006693	0.00694	0.007155	0.007362	0.007569	0.007782	0.008002	0.00638	0.004785	0.003207	0.001631	0.000048	0.001389	0.002741	0.004107	0.005484	0.006869	0.007396	0.007928	0.008473	0.008979	0.009556	0.01149	0.013852	0.016556	0.019308	0.021803	0.020822	0.019722	0.018691	0.017412	0.01628	0.018992	0.02275	0.027276	0.031761	0.035437	0.034332	0.032969	0.03187	0.030575	0.029395	0.031864	0.035051	0.038682	0.042171	0.045027	0.051179	0.057112	0.063287	0.069874	0.076192	0.091032	0.102973	0.112476	0.121731	0.133111	0.136953	0.141551	0.145191	0.148832	0.152472	0.158485	0.164499	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512	0.170512																				
간병인사용 상해입원율(1일이상180일한도,요양병원)	2	1								202505	1	1	0.005553	0.005553	0.005553	0.005553	0.005553	0.005553	0.005538	0.005534	0.005578	0.005676	0.005795	0.005887	0.005927	0.00593	0.005949	0.006095	0.006358	0.006653	0.006962	0.007273	0.007587	0.007913	0.008249	0.008582	0.008882	0.009127	0.009315	0.009462	0.009587	0.009704	0.009817	0.009922	0.01003	0.008433	0.006902	0.005416	0.003918	0.002344	0.0027	0.003077	0.003472	0.003887	0.004321	0.006098	0.007926	0.009745	0.011263	0.01292	0.011931	0.011543	0.010892	0.009281	0.006586	0.010198	0.013849	0.017566	0.020978	0.024437	0.024517	0.024646	0.024908	0.025009	0.024771	0.025607	0.026368	0.027221	0.027834	0.028621	0.03855	0.050387	0.063995	0.077979	0.090674	0.11114	0.130837	0.15131	0.171517	0.191886	0.202635	0.214672	0.227457	0.239921	0.251216	0.256486	0.261454	0.266807	0.272159	0.277512	0.325848	0.374183	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519	0.422519																				
